symbol,price,volume,timestamp
GOOGL,138.4,475,2026-04-16T15:02:16.130580+00:00
GOOGL,138.0,161,2026-04-16T15:02:16.231588+00:00
AMZN,186.14,218,2026-04-16T15:02:16.332517+00:00
AMZN,185.88,470,2026-04-16T15:02:16.433548+00:00
AMZN,185.79,493,2026-04-16T15:02:16.534443+00:00
MSFT,412.16,78,2026-04-16T15:02:16.635453+00:00
MSFT,411.81,33,2026-04-16T15:02:16.736344+00:00
TSLA,175.08,75,2026-04-16T15:02:16.836826+00:00
AAPL,183.84,14,2026-04-16T15:02:16.937530+00:00
MSFT,411.9,430,2026-04-16T15:02:17.038454+00:00
TSLA,175.25,309,2026-04-16T15:02:17.139098+00:00
MSFT,411.89,304,2026-04-16T15:02:17.239972+00:00
MSFT,411.61,381,2026-04-16T15:02:17.340839+00:00
TSLA,175.58,409,2026-04-16T15:02:17.441682+00:00
AAPL,183.93,281,2026-04-16T15:02:17.542533+00:00
AMZN,186.24,478,2026-04-16T15:02:17.643481+00:00
AAPL,184.37,382,2026-04-16T15:02:17.744407+00:00
MSFT,411.91,408,2026-04-16T15:02:17.845354+00:00
AAPL,184.41,237,2026-04-16T15:02:17.946290+00:00
AAPL,184.7,54,2026-04-16T15:02:18.046630+00:00
MSFT,411.66,322,2026-04-16T15:02:18.147519+00:00
AAPL,185.16,205,2026-04-16T15:02:18.248264+00:00
MSFT,411.51,36,2026-04-16T15:02:18.349296+00:00
AAPL,184.73,150,2026-04-16T15:02:18.450178+00:00
AMZN,186.24,93,2026-04-16T15:02:18.551042+00:00
TSLA,175.75,207,2026-04-16T15:02:18.651833+00:00
MSFT,411.38,17,2026-04-16T15:02:18.752649+00:00
GOOGL,137.68,239,2026-04-16T15:02:18.853531+00:00
AAPL,184.35,133,2026-04-16T15:02:18.954359+00:00
AAPL,184.77,95,2026-04-16T15:02:19.055184+00:00
MSFT,410.93,52,2026-04-16T15:02:19.155968+00:00
AAPL,184.96,391,2026-04-16T15:02:19.256824+00:00
TSLA,175.8,300,2026-04-16T15:02:19.357612+00:00
AMZN,186.66,329,2026-04-16T15:02:19.458306+00:00
GOOGL,137.66,71,2026-04-16T15:02:19.559154+00:00
TSLA,175.63,235,2026-04-16T15:02:19.660089+00:00
MSFT,410.84,97,2026-04-16T15:02:19.760912+00:00
MSFT,410.72,197,2026-04-16T15:02:19.861384+00:00
AAPL,184.49,474,2026-04-16T15:02:19.962286+00:00
GOOGL,137.63,114,2026-04-16T15:02:20.063035+00:00
TSLA,175.91,248,2026-04-16T15:02:20.163897+00:00
TSLA,175.56,401,2026-04-16T15:02:20.264791+00:00
GOOGL,138.12,436,2026-04-16T15:02:20.365676+00:00
GOOGL,137.9,202,2026-04-16T15:02:20.466554+00:00
AAPL,184.12,55,2026-04-16T15:02:20.567464+00:00
AAPL,184.4,86,2026-04-16T15:02:20.668298+00:00
TSLA,175.49,131,2026-04-16T15:02:20.769193+00:00
GOOGL,137.77,450,2026-04-16T15:02:20.869686+00:00
GOOGL,137.69,162,2026-04-16T15:02:20.970433+00:00
AMZN,186.27,367,2026-04-16T15:02:21.070849+00:00
MSFT,411.08,159,2026-04-16T15:02:21.171718+00:00
TSLA,175.51,175,2026-04-16T15:02:21.272315+00:00
GOOGL,137.64,269,2026-04-16T15:02:21.373145+00:00
AAPL,183.93,300,2026-04-16T15:02:21.473578+00:00
AAPL,184.38,470,2026-04-16T15:02:21.574459+00:00
TSLA,175.07,373,2026-04-16T15:02:21.675330+00:00
GOOGL,138.01,200,2026-04-16T15:02:21.775762+00:00
AAPL,184.68,147,2026-04-16T15:02:21.876629+00:00
AAPL,185.09,466,2026-04-16T15:02:21.977637+00:00
MSFT,411.53,448,2026-04-16T15:02:22.078556+00:00
GOOGL,137.7,105,2026-04-16T15:02:22.179398+00:00
MSFT,411.36,355,2026-04-16T15:02:22.279775+00:00
MSFT,410.99,205,2026-04-16T15:02:22.380604+00:00
MSFT,411.35,282,2026-04-16T15:02:22.481070+00:00
TSLA,174.63,370,2026-04-16T15:02:22.581537+00:00
TSLA,174.44,78,2026-04-16T15:02:22.682447+00:00
AAPL,185.1,248,2026-04-16T15:02:22.783331+00:00
TSLA,174.05,344,2026-04-16T15:02:22.884355+00:00
MSFT,411.35,107,2026-04-16T15:02:22.985417+00:00
AAPL,185.49,71,2026-04-16T15:02:23.086272+00:00
MSFT,411.05,419,2026-04-16T15:02:23.187182+00:00
AMZN,186.12,157,2026-04-16T15:02:23.288038+00:00
AAPL,185.49,41,2026-04-16T15:02:23.388905+00:00
TSLA,174.24,145,2026-04-16T15:02:23.489832+00:00
TSLA,174.6,459,2026-04-16T15:02:23.590655+00:00
MSFT,411.27,34,2026-04-16T15:02:23.691148+00:00
TSLA,174.11,490,2026-04-16T15:02:23.792006+00:00
AMZN,186.54,333,2026-04-16T15:02:23.892845+00:00
MSFT,411.18,315,2026-04-16T15:02:23.993612+00:00
AMZN,186.12,81,2026-04-16T15:02:24.094042+00:00
GOOGL,137.86,430,2026-04-16T15:02:24.194837+00:00
GOOGL,137.87,160,2026-04-16T15:02:24.295815+00:00
AAPL,185.76,108,2026-04-16T15:02:24.396886+00:00
TSLA,174.02,91,2026-04-16T15:02:24.497863+00:00
TSLA,174.23,126,2026-04-16T15:02:24.598664+00:00
AAPL,186.05,321,2026-04-16T15:02:24.699599+00:00
GOOGL,138.36,180,2026-04-16T15:02:24.800546+00:00
TSLA,173.99,350,2026-04-16T15:02:24.901552+00:00
AAPL,185.95,175,2026-04-16T15:02:25.002482+00:00
MSFT,411.01,15,2026-04-16T15:02:25.103098+00:00
TSLA,173.8,93,2026-04-16T15:02:25.204214+00:00
TSLA,173.74,317,2026-04-16T15:02:25.305244+00:00
TSLA,173.79,315,2026-04-16T15:02:25.406135+00:00
TSLA,173.35,311,2026-04-16T15:02:25.506963+00:00
MSFT,410.76,494,2026-04-16T15:02:25.607785+00:00
TSLA,172.85,147,2026-04-16T15:02:25.708449+00:00
TSLA,172.89,20,2026-04-16T15:02:25.808906+00:00
GOOGL,138.37,221,2026-04-16T15:02:25.909763+00:00
MSFT,410.37,90,2026-04-16T15:02:26.010458+00:00
AAPL,185.59,157,2026-04-16T15:02:26.111403+00:00
MSFT,410.77,300,2026-04-16T15:02:26.212507+00:00
MSFT,410.35,359,2026-04-16T15:02:26.313561+00:00
GOOGL,137.96,345,2026-04-16T15:02:26.414456+00:00
GOOGL,138.34,285,2026-04-16T15:02:26.515428+00:00
MSFT,410.35,212,2026-04-16T15:02:26.616331+00:00
AAPL,185.68,178,2026-04-16T15:02:26.717303+00:00
TSLA,173.07,309,2026-04-16T15:02:26.818043+00:00
AAPL,185.58,413,2026-04-16T15:02:26.919351+00:00
AMZN,186.04,295,2026-04-16T15:02:27.019952+00:00
AMZN,185.71,58,2026-04-16T15:02:27.120637+00:00
GOOGL,138.16,377,2026-04-16T15:02:27.221880+00:00
MSFT,410.4,497,2026-04-16T15:02:27.322662+00:00
GOOGL,137.76,97,2026-04-16T15:02:27.423384+00:00
AAPL,185.72,347,2026-04-16T15:02:27.524355+00:00
AMZN,185.93,200,2026-04-16T15:02:27.625276+00:00
TSLA,173.28,434,2026-04-16T15:02:27.726196+00:00
AMZN,185.5,232,2026-04-16T15:02:27.827099+00:00
AAPL,185.8,242,2026-04-16T15:02:27.928312+00:00
AMZN,185.06,405,2026-04-16T15:02:28.029195+00:00
GOOGL,137.64,411,2026-04-16T15:02:28.130011+00:00
GOOGL,137.28,480,2026-04-16T15:02:28.230535+00:00
TSLA,173.43,431,2026-04-16T15:02:28.331344+00:00
TSLA,173.04,11,2026-04-16T15:02:28.432188+00:00
AMZN,185.34,178,2026-04-16T15:02:28.533285+00:00
AMZN,184.98,457,2026-04-16T15:02:28.634162+00:00
GOOGL,136.78,282,2026-04-16T15:02:28.735073+00:00
AAPL,185.76,158,2026-04-16T15:02:28.835490+00:00
GOOGL,136.77,376,2026-04-16T15:02:28.935975+00:00
GOOGL,136.64,412,2026-04-16T15:02:29.036848+00:00
TSLA,173.54,57,2026-04-16T15:02:29.137698+00:00
MSFT,410.29,488,2026-04-16T15:02:29.238174+00:00
AMZN,185.35,241,2026-04-16T15:02:29.339079+00:00
GOOGL,136.33,401,2026-04-16T15:02:29.440064+00:00
AAPL,186.1,58,2026-04-16T15:02:29.541071+00:00
AMZN,184.93,463,2026-04-16T15:02:29.642001+00:00
MSFT,410.45,453,2026-04-16T15:02:29.742926+00:00
MSFT,410.24,319,2026-04-16T15:02:29.843870+00:00
GOOGL,136.37,388,2026-04-16T15:02:29.944313+00:00
GOOGL,136.41,336,2026-04-16T15:02:30.045055+00:00
MSFT,410.15,36,2026-04-16T15:02:30.146200+00:00
AMZN,184.88,127,2026-04-16T15:02:30.246635+00:00
MSFT,409.8,434,2026-04-16T15:02:30.347190+00:00
MSFT,410.19,150,2026-04-16T15:02:30.447551+00:00
MSFT,409.9,343,2026-04-16T15:02:30.548268+00:00
AAPL,186.02,62,2026-04-16T15:02:30.648623+00:00
GOOGL,136.33,264,2026-04-16T15:02:30.749490+00:00
GOOGL,136.67,447,2026-04-16T15:02:30.850300+00:00
AMZN,185.11,379,2026-04-16T15:02:30.951174+00:00
MSFT,409.54,187,2026-04-16T15:02:31.051863+00:00
GOOGL,136.73,158,2026-04-16T15:02:31.152787+00:00
AMZN,184.94,23,2026-04-16T15:02:31.253800+00:00
TSLA,173.08,203,2026-04-16T15:02:31.354568+00:00
AAPL,186.1,335,2026-04-16T15:02:31.455456+00:00
AAPL,185.68,37,2026-04-16T15:02:31.556280+00:00
GOOGL,136.61,165,2026-04-16T15:02:31.657122+00:00
AAPL,185.68,131,2026-04-16T15:02:31.758049+00:00
AAPL,185.27,386,2026-04-16T15:02:31.858951+00:00
GOOGL,136.65,364,2026-04-16T15:02:31.959860+00:00
AMZN,184.56,26,2026-04-16T15:02:32.060616+00:00
AAPL,185.72,199,2026-04-16T15:02:32.161455+00:00
AMZN,184.6,198,2026-04-16T15:02:32.262681+00:00
AMZN,184.46,262,2026-04-16T15:02:32.363473+00:00
MSFT,409.51,102,2026-04-16T15:02:32.464416+00:00
MSFT,409.13,128,2026-04-16T15:02:32.565292+00:00
GOOGL,136.21,428,2026-04-16T15:02:32.666133+00:00
GOOGL,136.18,298,2026-04-16T15:02:32.766852+00:00
AMZN,184.01,92,2026-04-16T15:02:32.867659+00:00
TSLA,172.89,96,2026-04-16T15:02:32.968536+00:00
AAPL,185.43,69,2026-04-16T15:02:33.069410+00:00
MSFT,409.58,386,2026-04-16T15:02:33.170225+00:00
AAPL,185.57,165,2026-04-16T15:02:33.271101+00:00
TSLA,172.49,237,2026-04-16T15:02:33.371968+00:00
AMZN,184.17,316,2026-04-16T15:02:33.472864+00:00
AAPL,185.42,351,2026-04-16T15:02:33.573693+00:00
MSFT,409.65,136,2026-04-16T15:02:33.674382+00:00
MSFT,410.1,432,2026-04-16T15:02:33.775248+00:00
AMZN,184.31,39,2026-04-16T15:02:33.876238+00:00
TSLA,172.69,39,2026-04-16T15:02:33.977148+00:00
AMZN,184.15,448,2026-04-16T15:02:34.077938+00:00
AAPL,185.8,318,2026-04-16T15:02:34.178617+00:00
AMZN,183.66,17,2026-04-16T15:02:34.279428+00:00
AMZN,183.83,208,2026-04-16T15:02:34.380499+00:00
MSFT,409.74,447,2026-04-16T15:02:34.482016+00:00
GOOGL,135.78,43,2026-04-16T15:02:34.583345+00:00
GOOGL,135.45,455,2026-04-16T15:02:34.684256+00:00
GOOGL,135.4,407,2026-04-16T15:02:34.784696+00:00
TSLA,172.2,237,2026-04-16T15:02:34.885198+00:00
AAPL,186.01,322,2026-04-16T15:02:34.986170+00:00
TSLA,171.72,298,2026-04-16T15:02:35.086973+00:00
GOOGL,135.23,399,2026-04-16T15:02:35.187927+00:00
TSLA,172.07,376,2026-04-16T15:02:35.288450+00:00
TSLA,172.47,367,2026-04-16T15:02:35.389558+00:00
TSLA,172.13,45,2026-04-16T15:02:35.490598+00:00
GOOGL,135.49,203,2026-04-16T15:02:35.591606+00:00
AAPL,185.98,435,2026-04-16T15:02:35.692780+00:00
AMZN,184.04,48,2026-04-16T15:02:35.793649+00:00
AAPL,185.75,186,2026-04-16T15:02:35.894117+00:00
AAPL,185.57,104,2026-04-16T15:02:35.995035+00:00
TSLA,172.37,279,2026-04-16T15:02:36.095859+00:00
AMZN,184.51,27,2026-04-16T15:02:36.196765+00:00
MSFT,410.08,185,2026-04-16T15:02:36.297658+00:00
AAPL,185.61,128,2026-04-16T15:02:36.398672+00:00
GOOGL,135.92,202,2026-04-16T15:02:36.499667+00:00
TSLA,172.47,391,2026-04-16T15:02:36.600334+00:00
TSLA,172.81,429,2026-04-16T15:02:36.701249+00:00
MSFT,410.51,152,2026-04-16T15:02:36.802019+00:00
MSFT,410.11,427,2026-04-16T15:02:36.903085+00:00
MSFT,409.63,489,2026-04-16T15:02:37.004071+00:00
GOOGL,136.33,324,2026-04-16T15:02:37.104878+00:00
AMZN,184.83,264,2026-04-16T15:02:37.205999+00:00
MSFT,409.26,243,2026-04-16T15:02:37.306868+00:00
AMZN,185.1,486,2026-04-16T15:02:37.407873+00:00
TSLA,172.89,470,2026-04-16T15:02:37.508729+00:00
AAPL,185.64,270,2026-04-16T15:02:37.609863+00:00
AAPL,185.27,305,2026-04-16T15:02:37.710762+00:00
AAPL,185.76,290,2026-04-16T15:02:37.811846+00:00
AAPL,186.1,116,2026-04-16T15:02:37.913034+00:00
GOOGL,136.18,191,2026-04-16T15:02:38.013461+00:00
AAPL,185.6,82,2026-04-16T15:02:38.114238+00:00
AMZN,184.79,81,2026-04-16T15:02:38.214779+00:00
TSLA,173.15,56,2026-04-16T15:02:38.316237+00:00
AAPL,185.49,202,2026-04-16T15:02:38.417409+00:00
MSFT,409.66,163,2026-04-16T15:02:38.518236+00:00
AMZN,184.56,369,2026-04-16T15:02:38.619489+00:00
MSFT,409.61,321,2026-04-16T15:02:38.720399+00:00
MSFT,409.12,461,2026-04-16T15:02:38.821177+00:00
GOOGL,136.41,300,2026-04-16T15:02:38.921871+00:00
MSFT,409.52,399,2026-04-16T15:02:39.022813+00:00
TSLA,173.35,223,2026-04-16T15:02:39.123830+00:00
MSFT,409.28,230,2026-04-16T15:02:39.224703+00:00
AAPL,185.96,391,2026-04-16T15:02:39.325428+00:00
MSFT,409.22,49,2026-04-16T15:02:39.426352+00:00
GOOGL,136.89,88,2026-04-16T15:02:39.527489+00:00
AAPL,185.64,344,2026-04-16T15:02:39.628330+00:00
MSFT,408.73,348,2026-04-16T15:02:39.729358+00:00
AAPL,185.85,214,2026-04-16T15:02:39.829995+00:00
AAPL,185.56,122,2026-04-16T15:02:39.930885+00:00
AMZN,184.41,89,2026-04-16T15:02:40.031797+00:00
TSLA,173.47,71,2026-04-16T15:02:40.132328+00:00
AMZN,184.52,259,2026-04-16T15:02:40.232849+00:00
AAPL,185.06,302,2026-04-16T15:02:40.333204+00:00
GOOGL,136.5,38,2026-04-16T15:02:40.434073+00:00
TSLA,173.94,313,2026-04-16T15:02:40.534968+00:00
AAPL,184.87,155,2026-04-16T15:02:40.636041+00:00
TSLA,174.07,225,2026-04-16T15:02:40.737204+00:00
TSLA,174.22,23,2026-04-16T15:02:40.837893+00:00
GOOGL,136.39,285,2026-04-16T15:02:40.938758+00:00
AAPL,185.03,77,2026-04-16T15:02:41.039659+00:00
MSFT,408.97,192,2026-04-16T15:02:41.140439+00:00
TSLA,173.75,71,2026-04-16T15:02:41.241288+00:00
MSFT,408.73,262,2026-04-16T15:02:41.342123+00:00
TSLA,173.76,196,2026-04-16T15:02:41.442890+00:00
AMZN,184.77,250,2026-04-16T15:02:41.543815+00:00
GOOGL,136.82,270,2026-04-16T15:02:41.644264+00:00
AMZN,185.09,190,2026-04-16T15:02:41.745206+00:00
AAPL,185.14,108,2026-04-16T15:02:41.846176+00:00
TSLA,173.27,313,2026-04-16T15:02:41.947068+00:00
AMZN,185.01,376,2026-04-16T15:02:42.047815+00:00
MSFT,409.04,296,2026-04-16T15:02:42.147474+00:00
AAPL,184.82,479,2026-04-16T15:02:42.248399+00:00
AMZN,185.49,465,2026-04-16T15:02:42.349310+00:00
MSFT,409.28,204,2026-04-16T15:02:42.450250+00:00
GOOGL,137.11,75,2026-04-16T15:02:42.551109+00:00
GOOGL,137.53,265,2026-04-16T15:02:42.651551+00:00
TSLA,173.08,364,2026-04-16T15:02:42.752497+00:00
MSFT,409.01,262,2026-04-16T15:02:42.853445+00:00
TSLA,172.96,366,2026-04-16T15:02:42.953945+00:00
MSFT,408.6,349,2026-04-16T15:02:43.054645+00:00
AAPL,184.76,202,2026-04-16T15:02:43.155562+00:00
TSLA,173.07,223,2026-04-16T15:02:43.255982+00:00
MSFT,408.89,69,2026-04-16T15:02:43.356943+00:00
AMZN,185.49,356,2026-04-16T15:02:43.457785+00:00
AAPL,184.68,294,2026-04-16T15:02:43.558679+00:00
MSFT,409.04,151,2026-04-16T15:02:43.659667+00:00
TSLA,172.58,214,2026-04-16T15:02:43.760611+00:00
AMZN,185.04,329,2026-04-16T15:02:43.861392+00:00
AAPL,184.3,225,2026-04-16T15:02:43.962331+00:00
MSFT,409.38,83,2026-04-16T15:02:44.063260+00:00
AAPL,183.92,468,2026-04-16T15:02:44.164108+00:00
AMZN,185.33,39,2026-04-16T15:02:44.264968+00:00
MSFT,409.02,389,2026-04-16T15:02:44.365995+00:00
AMZN,185.26,296,2026-04-16T15:02:44.466783+00:00
AAPL,183.9,205,2026-04-16T15:02:44.567703+00:00
TSLA,172.74,266,2026-04-16T15:02:44.668568+00:00
TSLA,172.89,76,2026-04-16T15:02:44.769448+00:00
GOOGL,137.75,319,2026-04-16T15:02:44.870410+00:00
GOOGL,137.88,311,2026-04-16T15:02:44.971344+00:00
AMZN,185.65,16,2026-04-16T15:02:45.071817+00:00
MSFT,409.2,443,2026-04-16T15:02:45.172264+00:00
MSFT,409.1,417,2026-04-16T15:02:45.272922+00:00
GOOGL,137.46,216,2026-04-16T15:02:45.373697+00:00
GOOGL,137.53,191,2026-04-16T15:02:45.474459+00:00
TSLA,172.84,457,2026-04-16T15:02:45.575288+00:00
AAPL,183.52,29,2026-04-16T15:02:45.676139+00:00
AAPL,183.3,302,2026-04-16T15:02:45.777003+00:00
AAPL,183.55,395,2026-04-16T15:02:45.877908+00:00
TSLA,172.85,75,2026-04-16T15:02:45.978912+00:00
AAPL,183.14,443,2026-04-16T15:02:46.079862+00:00
GOOGL,137.35,483,2026-04-16T15:02:46.180790+00:00
AAPL,183.24,191,2026-04-16T15:02:46.281623+00:00
GOOGL,137.74,216,2026-04-16T15:02:46.382141+00:00
AAPL,183.01,393,2026-04-16T15:02:46.483147+00:00
GOOGL,138.21,108,2026-04-16T15:02:46.584098+00:00
AAPL,182.52,401,2026-04-16T15:02:46.684558+00:00
TSLA,172.47,17,2026-04-16T15:02:46.785424+00:00
AMZN,185.97,46,2026-04-16T15:02:46.886449+00:00
MSFT,408.77,386,2026-04-16T15:02:46.987280+00:00
GOOGL,138.06,388,2026-04-16T15:02:47.088142+00:00
GOOGL,137.56,276,2026-04-16T15:02:47.188906+00:00
TSLA,172.17,362,2026-04-16T15:02:47.289590+00:00
TSLA,171.72,266,2026-04-16T15:02:47.390049+00:00
GOOGL,137.99,426,2026-04-16T15:02:47.490903+00:00
AAPL,182.5,106,2026-04-16T15:02:47.591823+00:00
AAPL,182.55,437,2026-04-16T15:02:47.692547+00:00
AAPL,182.39,113,2026-04-16T15:02:47.792942+00:00
GOOGL,137.83,227,2026-04-16T15:02:47.893664+00:00
AMZN,186.43,105,2026-04-16T15:02:47.994555+00:00
AAPL,182.28,261,2026-04-16T15:02:48.095469+00:00
MSFT,408.78,182,2026-04-16T15:02:48.196391+00:00
AMZN,186.09,368,2026-04-16T15:02:48.296871+00:00
AMZN,185.89,171,2026-04-16T15:02:48.397763+00:00
TSLA,171.97,485,2026-04-16T15:02:48.498647+00:00
MSFT,408.49,338,2026-04-16T15:02:48.599573+00:00
TSLA,172.23,245,2026-04-16T15:02:48.700449+00:00
MSFT,408.44,222,2026-04-16T15:02:48.801139+00:00
AAPL,182.75,334,2026-04-16T15:02:48.901988+00:00
AMZN,186.2,424,2026-04-16T15:02:49.002893+00:00
AMZN,186.09,136,2026-04-16T15:02:49.103865+00:00
AAPL,183.09,198,2026-04-16T15:02:49.205027+00:00
AMZN,186.12,53,2026-04-16T15:02:49.306140+00:00
AAPL,183.42,295,2026-04-16T15:02:49.407240+00:00
AAPL,183.62,136,2026-04-16T15:02:49.508548+00:00
MSFT,408.26,19,2026-04-16T15:02:49.609433+00:00
AMZN,185.8,251,2026-04-16T15:02:49.710439+00:00
MSFT,408.65,308,2026-04-16T15:02:49.810962+00:00
TSLA,172.58,399,2026-04-16T15:02:49.912048+00:00
TSLA,172.25,259,2026-04-16T15:02:50.012588+00:00
AAPL,183.18,367,2026-04-16T15:02:50.113069+00:00
TSLA,172.46,132,2026-04-16T15:02:50.213923+00:00
MSFT,408.83,154,2026-04-16T15:02:50.314521+00:00
TSLA,172.15,222,2026-04-16T15:02:50.415374+00:00
TSLA,171.95,314,2026-04-16T15:02:50.516372+00:00
GOOGL,138.33,262,2026-04-16T15:02:50.617719+00:00
AAPL,183.6,209,2026-04-16T15:02:50.718665+00:00
AAPL,183.92,374,2026-04-16T15:02:50.819586+00:00
GOOGL,137.9,34,2026-04-16T15:02:50.920714+00:00
MSFT,408.58,71,2026-04-16T15:02:51.021654+00:00
TSLA,171.69,12,2026-04-16T15:02:51.122895+00:00
GOOGL,137.86,56,2026-04-16T15:02:51.223928+00:00
AAPL,184.34,237,2026-04-16T15:02:51.324780+00:00
GOOGL,137.69,101,2026-04-16T15:02:51.425174+00:00
GOOGL,137.3,455,2026-04-16T15:02:51.525897+00:00
TSLA,171.58,31,2026-04-16T15:02:51.626882+00:00
AAPL,184.43,325,2026-04-16T15:02:51.727323+00:00
TSLA,171.66,127,2026-04-16T15:02:51.828100+00:00
MSFT,408.38,221,2026-04-16T15:02:51.929494+00:00
TSLA,171.5,497,2026-04-16T15:02:52.030452+00:00
AMZN,185.43,47,2026-04-16T15:02:52.131662+00:00
AAPL,184.7,55,2026-04-16T15:02:52.232496+00:00
AMZN,184.97,238,2026-04-16T15:02:52.333386+00:00
TSLA,171.02,463,2026-04-16T15:02:52.434288+00:00
MSFT,408.32,42,2026-04-16T15:02:52.535056+00:00
AMZN,184.59,400,2026-04-16T15:02:52.635766+00:00
GOOGL,136.99,178,2026-04-16T15:02:52.736594+00:00
AMZN,184.48,50,2026-04-16T15:02:52.837646+00:00
GOOGL,137.31,300,2026-04-16T15:02:52.938859+00:00
TSLA,171.16,145,2026-04-16T15:02:53.039743+00:00
MSFT,408.15,119,2026-04-16T15:02:53.140753+00:00
TSLA,171.1,452,2026-04-16T15:02:53.241754+00:00
AAPL,185.18,388,2026-04-16T15:02:53.342871+00:00
AMZN,184.12,88,2026-04-16T15:02:53.443597+00:00
AMZN,184.3,484,2026-04-16T15:02:53.544018+00:00
GOOGL,137.33,471,2026-04-16T15:02:53.644921+00:00
MSFT,408.08,194,2026-04-16T15:02:53.745873+00:00
AMZN,184.62,139,2026-04-16T15:02:53.846937+00:00
MSFT,407.91,271,2026-04-16T15:02:53.947322+00:00
MSFT,407.99,234,2026-04-16T15:02:54.048051+00:00
AMZN,184.15,30,2026-04-16T15:02:54.148585+00:00
MSFT,407.67,476,2026-04-16T15:02:54.249375+00:00
AMZN,184.09,285,2026-04-16T15:02:54.349851+00:00
AAPL,185.41,238,2026-04-16T15:02:54.450611+00:00
AAPL,185.22,295,2026-04-16T15:02:54.551504+00:00
TSLA,171.26,128,2026-04-16T15:02:54.652400+00:00
AAPL,185.42,366,2026-04-16T15:02:54.753401+00:00
MSFT,407.61,225,2026-04-16T15:02:54.854299+00:00
TSLA,171.72,461,2026-04-16T15:02:54.954664+00:00
GOOGL,137.49,447,2026-04-16T15:02:55.055046+00:00
AAPL,185.87,344,2026-04-16T15:02:55.155866+00:00
GOOGL,137.29,109,2026-04-16T15:02:55.256994+00:00
AMZN,183.63,208,2026-04-16T15:02:55.357764+00:00
MSFT,408.03,24,2026-04-16T15:02:55.458719+00:00
GOOGL,137.44,389,2026-04-16T15:02:55.559438+00:00
TSLA,172.14,26,2026-04-16T15:02:55.660363+00:00
AMZN,184.1,411,2026-04-16T15:02:55.761168+00:00
TSLA,172.12,239,2026-04-16T15:02:55.862073+00:00
AAPL,186.32,22,2026-04-16T15:02:55.963130+00:00
GOOGL,137.25,72,2026-04-16T15:02:56.064208+00:00
GOOGL,137.56,423,2026-04-16T15:02:56.165340+00:00
AMZN,183.63,95,2026-04-16T15:02:56.266212+00:00
AMZN,183.25,403,2026-04-16T15:02:56.366961+00:00
AAPL,186.66,487,2026-04-16T15:02:56.467645+00:00
MSFT,408.5,143,2026-04-16T15:02:56.568503+00:00
AMZN,182.95,317,2026-04-16T15:02:56.668947+00:00
TSLA,171.73,238,2026-04-16T15:02:56.769833+00:00
GOOGL,137.86,270,2026-04-16T15:02:56.871062+00:00
MSFT,408.77,148,2026-04-16T15:02:56.972012+00:00
AAPL,187.03,369,2026-04-16T15:02:57.072760+00:00
GOOGL,137.53,39,2026-04-16T15:02:57.173639+00:00
MSFT,408.93,17,2026-04-16T15:02:57.274487+00:00
GOOGL,137.17,257,2026-04-16T15:02:57.375285+00:00
AMZN,182.54,212,2026-04-16T15:02:57.476238+00:00
MSFT,408.83,56,2026-04-16T15:02:57.577162+00:00
AAPL,186.97,214,2026-04-16T15:02:57.677985+00:00
TSLA,171.46,414,2026-04-16T15:02:57.778919+00:00
AMZN,182.97,23,2026-04-16T15:02:57.879687+00:00
AMZN,182.89,474,2026-04-16T15:02:57.980445+00:00
AAPL,186.66,290,2026-04-16T15:02:58.081486+00:00
MSFT,408.74,168,2026-04-16T15:02:58.182449+00:00
AAPL,186.46,384,2026-04-16T15:02:58.283519+00:00
AAPL,186.64,129,2026-04-16T15:02:58.384792+00:00
TSLA,171.22,387,2026-04-16T15:02:58.485616+00:00
AAPL,186.26,288,2026-04-16T15:02:58.586587+00:00
AMZN,182.63,393,2026-04-16T15:02:58.687512+00:00
MSFT,408.87,194,2026-04-16T15:02:58.787978+00:00
GOOGL,137.64,450,2026-04-16T15:02:58.888896+00:00
AAPL,186.26,496,2026-04-16T15:02:58.989407+00:00
GOOGL,137.15,355,2026-04-16T15:02:59.090379+00:00
AMZN,182.48,442,2026-04-16T15:02:59.191377+00:00
GOOGL,137.12,129,2026-04-16T15:02:59.292250+00:00
TSLA,170.97,269,2026-04-16T15:02:59.392783+00:00
TSLA,171.43,494,2026-04-16T15:02:59.493705+00:00
GOOGL,136.94,176,2026-04-16T15:02:59.594617+00:00
GOOGL,137.03,490,2026-04-16T15:02:59.695845+00:00
AAPL,186.43,272,2026-04-16T15:02:59.796718+00:00
MSFT,408.77,139,2026-04-16T15:02:59.897230+00:00
AMZN,182.05,311,2026-04-16T15:02:59.998456+00:00
AMZN,182.46,284,2026-04-16T15:03:00.099445+00:00
AAPL,186.73,234,2026-04-16T15:03:00.200335+00:00
MSFT,408.59,79,2026-04-16T15:03:00.301235+00:00
AMZN,182.09,392,2026-04-16T15:03:00.402000+00:00
GOOGL,136.84,178,2026-04-16T15:03:00.502911+00:00
AAPL,186.82,129,2026-04-16T15:03:00.603834+00:00
MSFT,408.52,108,2026-04-16T15:03:00.704275+00:00
MSFT,408.94,311,2026-04-16T15:03:00.805014+00:00
TSLA,171.3,135,2026-04-16T15:03:00.905955+00:00
MSFT,409.27,40,2026-04-16T15:03:01.006443+00:00
TSLA,170.88,16,2026-04-16T15:03:01.107363+00:00
AMZN,182.03,384,2026-04-16T15:03:01.208355+00:00
